pcode,county,city,fullcode,cityname,vilcode,vilname,fullname,fullcodename
10,009,150,10009150,雲林縣褒忠鄉,009,潮厝村,雲林縣褒忠鄉潮厝村,10009150009
10,009,160,10009160,雲林縣臺西鄉,001,台西村,雲林縣臺西鄉台西村,10009160001
10,009,160,10009160,雲林縣臺西鄉,002,海北村,雲林縣臺西鄉海北村,10009160002
10,009,160,10009160,雲林縣臺西鄉,003,海南村,雲林縣臺西鄉海南村,10009160003
10,009,160,10009160,雲林縣臺西鄉,004,海口村,雲林縣臺西鄉海口村,10009160004
10,009,160,10009160,雲林縣臺西鄉,005,溪頂村,雲林縣臺西鄉溪頂村,10009160005
10,009,160,10009160,雲林縣臺西鄉,006,牛厝村,雲林縣臺西鄉牛厝村,10009160006
10,009,160,10009160,雲林縣臺西鄉,007,泉州村,雲林縣臺西鄉泉州村,10009160007
10,009,160,10009160,雲林縣臺西鄉,008,光華村,雲林縣臺西鄉光華村,10009160008
10,009,160,10009160,雲林縣臺西鄉,009,五榔村,雲林縣臺西鄉五榔村,10009160009
10,009,160,10009160,雲林縣臺西鄉,010,山寮村,雲林縣臺西鄉山寮村,10009160010
10,009,160,10009160,雲林縣臺西鄉,011,富琦村,雲林縣臺西鄉富琦村,10009160011
10,009,160,10009160,雲林縣臺西鄉,012,永豐村,雲林縣臺西鄉永豐村,10009160012
10,009,160,10009160,雲林縣臺西鄉,013,和豐村,雲林縣臺西鄉和豐村,10009160013
10,009,160,10009160,雲林縣臺西鄉,014,蚊港村,雲林縣臺西鄉蚊港村,10009160014
10,009,160,10009160,雲林縣臺西鄉,015,五港村,雲林縣臺西鄉五港村,10009160015
10,009,170,10009170,雲林縣元長鄉,001,長南村,雲林縣元長鄉長南村,10009170001
10,009,170,10009170,雲林縣元長鄉,002,長北村,雲林縣元長鄉長北村,10009170002
10,009,170,10009170,雲林縣元長鄉,003,子茂村,雲林縣元長鄉子茂村,10009170003
10,009,170,10009170,雲林縣元長鄉,004,後湖村,雲林縣元長鄉後湖村,10009170004
10,009,170,10009170,雲林縣元長鄉,005,山內村,雲林縣元長鄉山內村,10009170005
10,009,170,10009170,雲林縣元長鄉,006,合和村,雲林縣元長鄉合和村,10009170006
10,009,170,10009170,雲林縣元長鄉,007,五塊村,雲林縣元長鄉五塊村,10009170007
10,009,170,10009170,雲林縣元長鄉,008,潭西村,雲林縣元長鄉潭西村,10009170008
10,009,170,10009170,雲林縣元長鄉,009,潭東村,雲林縣元長鄉潭東村,10009170009
10,009,170,10009170,雲林縣元長鄉,010,客厝村,雲林縣元長鄉客厝村,10009170010
10,009,170,10009170,雲林縣元長鄉,011,卓運村,雲林縣元長鄉卓運村,10009170011
10,009,170,10009170,雲林縣元長鄉,012,頂寮村,雲林縣元長鄉頂寮村,10009170012
10,009,170,10009170,雲林縣元長鄉,013,下寮村,雲林縣元長鄉下寮村,10009170013
10,009,170,10009170,雲林縣元長鄉,014,龍岩村,雲林縣元長鄉龍岩村,10009170014
10,009,170,10009170,雲林縣元長鄉,015,西莊村,雲林縣元長鄉西莊村,10009170015
10,009,170,10009170,雲林縣元長鄉,016,鹿北村,雲林縣元長鄉鹿北村,10009170016
10,009,170,10009170,雲林縣元長鄉,017,鹿南村,雲林縣元長鄉鹿南村,10009170017
10,009,170,10009170,雲林縣元長鄉,018,瓦磘村,雲林縣元長鄉瓦磘村,10009170018
10,009,170,10009170,雲林縣元長鄉,019,內寮村,雲林縣元長鄉內寮村,10009170019
10,009,170,10009170,雲林縣元長鄉,020,崙仔村,雲林縣元長鄉崙仔村,10009170020
10,009,170,10009170,雲林縣元長鄉,021,新吉村,雲林縣元長鄉新吉村,10009170021
10,009,180,10009180,雲林縣四湖鄉,001,四湖村,雲林縣四湖鄉四湖村,10009180001
10,009,180,10009180,雲林縣四湖鄉,002,新庄村,雲林縣四湖鄉新庄村,10009180002
10,009,180,10009180,雲林縣四湖鄉,003,溪底村,雲林縣四湖鄉溪底村,10009180003
10,009,180,10009180,雲林縣四湖鄉,004,鹿場村,雲林縣四湖鄉鹿場村,10009180004
10,009,180,10009180,雲林縣四湖鄉,005,湖西村,雲林縣四湖鄉湖西村,10009180005
10,009,180,10009180,雲林縣四湖鄉,006,施湖村,雲林縣四湖鄉施湖村,10009180006
10,009,180,10009180,雲林縣四湖鄉,007,湖寮村,雲林縣四湖鄉湖寮村,10009180007
10,009,180,10009180,雲林縣四湖鄉,008,蔡厝村,雲林縣四湖鄉蔡厝村,10009180008
10,009,180,10009180,雲林縣四湖鄉,009,飛沙村,雲林縣四湖鄉飛沙村,10009180009
10,009,180,10009180,雲林縣四湖鄉,010,三姓村,雲林縣四湖鄉三姓村,10009180010
10,009,180,10009180,雲林縣四湖鄉,011,內湖村,雲林縣四湖鄉內湖村,10009180011
10,009,180,10009180,雲林縣四湖鄉,012,羊調村,雲林縣四湖鄉羊調村,10009180012
10,009,180,10009180,雲林縣四湖鄉,013,崙北村,雲林縣四湖鄉崙北村,10009180013
10,009,180,10009180,雲林縣四湖鄉,014,崙南村,雲林縣四湖鄉崙南村,10009180014
10,009,180,10009180,雲林縣四湖鄉,015,廣溝村,雲林縣四湖鄉廣溝村,10009180015
10,009,180,10009180,雲林縣四湖鄉,016,萡子村,雲林縣四湖鄉萡子村,10009180016
10,009,180,10009180,雲林縣四湖鄉,017,林厝村,雲林縣四湖鄉林厝村,10009180017
10,009,180,10009180,雲林縣四湖鄉,018,林東村,雲林縣四湖鄉林東村,10009180018
10,009,180,10009180,雲林縣四湖鄉,019,溪尾村,雲林縣四湖鄉溪尾村,10009180019
10,009,180,10009180,雲林縣四湖鄉,020,飛東村,雲林縣四湖鄉飛東村,10009180020
10,009,180,10009180,雲林縣四湖鄉,021,萡東村,雲林縣四湖鄉萡東村,10009180021
10,009,190,10009190,雲林縣口湖鄉,001,湖東村,雲林縣口湖鄉湖東村,10009190001
10,009,190,10009190,雲林縣口湖鄉,002,口湖村,雲林縣口湖鄉口湖村,10009190002
10,009,190,10009190,雲林縣口湖鄉,003,頂湖村,雲林縣口湖鄉頂湖村,10009190003
10,009,190,10009190,雲林縣口湖鄉,004,埔北村,雲林縣口湖鄉埔北村,10009190004
10,009,190,10009190,雲林縣口湖鄉,005,埔南村,雲林縣口湖鄉埔南村,10009190005
10,009,190,10009190,雲林縣口湖鄉,006,謝厝村,雲林縣口湖鄉謝厝村,10009190006
10,009,190,10009190,雲林縣口湖鄉,007,蚵寮村,雲林縣口湖鄉蚵寮村,10009190007
10,009,190,10009190,雲林縣口湖鄉,008,下崙村,雲林縣口湖鄉下崙村,10009190008
10,009,190,10009190,雲林縣口湖鄉,009,崙中村,雲林縣口湖鄉崙中村,10009190009
10,009,190,10009190,雲林縣口湖鄉,010,崙東村,雲林縣口湖鄉崙東村,10009190010
10,009,190,10009190,雲林縣口湖鄉,011,青蚶村,雲林縣口湖鄉青蚶村,10009190011
10,009,190,10009190,雲林縣口湖鄉,012,港東村,雲林縣口湖鄉港東村,10009190012
10,009,190,10009190,雲林縣口湖鄉,013,港西村,雲林縣口湖鄉港西村,10009190013
10,009,190,10009190,雲林縣口湖鄉,014,台子村,雲林縣口湖鄉台子村,10009190014
10,009,190,10009190,雲林縣口湖鄉,015,成龍村,雲林縣口湖鄉成龍村,10009190015
10,009,190,10009190,雲林縣口湖鄉,016,湖口村,雲林縣口湖鄉湖口村,10009190016
10,009,190,10009190,雲林縣口湖鄉,017,水井村,雲林縣口湖鄉水井村,10009190017
10,009,190,10009190,雲林縣口湖鄉,018,後厝村,雲林縣口湖鄉後厝村,10009190018
10,009,190,10009190,雲林縣口湖鄉,019,梧南村,雲林縣口湖鄉梧南村,10009190019
10,009,190,10009190,雲林縣口湖鄉,020,梧北村,雲林縣口湖鄉梧北村,10009190020
10,009,190,10009190,雲林縣口湖鄉,021,過港村,雲林縣口湖鄉過港村,10009190021
10,009,200,10009200,雲林縣水林鄉,001,水北村,雲林縣水林鄉水北村,10009200001
10,009,200,10009200,雲林縣水林鄉,002,水南村,雲林縣水林鄉水南村,10009200002
10,009,200,10009200,雲林縣水林鄉,003,海埔村,雲林縣水林鄉海埔村,10009200003
10,009,200,10009200,雲林縣水林鄉,004,土厝村,雲林縣水林鄉土厝村,10009200004
10,009,200,10009200,雲林縣水林鄉,005,春埔村,雲林縣水林鄉春埔村,10009200005
10,009,200,10009200,雲林縣水林鄉,006,西井村,雲林縣水林鄉西井村,10009200006
10,009,200,10009200,雲林縣水林鄉,007,車港村,雲林縣水林鄉車港村,10009200007
10,009,200,10009200,雲林縣水林鄉,008,蘇秦村,雲林縣水林鄉蘇秦村,10009200008
10,009,200,10009200,雲林縣水林鄉,009,灣東村,雲林縣水林鄉灣東村,10009200009
10,009,200,10009200,雲林縣水林鄉,010,灣西村,雲林縣水林鄉灣西村,10009200010
10,009,200,10009200,雲林縣水林鄉,011,萬興村,雲林縣水林鄉萬興村,10009200011
10,009,200,10009200,雲林縣水林鄉,012,尖山村,雲林縣水林鄉尖山村,10009200012
10,009,200,10009200,雲林縣水林鄉,013,大山村,雲林縣水林鄉大山村,10009200013
10,009,200,10009200,雲林縣水林鄉,014,大溝村,雲林縣水林鄉大溝村,10009200014
10,009,200,10009200,雲林縣水林鄉,015,順興村,雲林縣水林鄉順興村,10009200015
10,009,200,10009200,雲林縣水林鄉,016,蕃薯村,雲林縣水林鄉蕃薯村,10009200016
10,009,200,10009200,雲林縣水林鄉,017,山腳村,雲林縣水林鄉山腳村,10009200017
10,009,200,10009200,雲林縣水林鄉,018,松北村,雲林縣水林鄉松北村,10009200018
10,009,200,10009200,雲林縣水林鄉,019,松中村,雲林縣水林鄉松中村,10009200019
10,009,200,10009200,雲林縣水林鄉,020,松西村,雲林縣水林鄉松西村,10009200020
10,009,200,10009200,雲林縣水林鄉,021,瓊埔村,雲林縣水林鄉瓊埔村,10009200021
10,009,200,10009200,雲林縣水林鄉,022,塭底村,雲林縣水林鄉塭底村,10009200022
10,009,200,10009200,雲林縣水林鄉,023,後寮村,雲林縣水林鄉後寮村,10009200023
10,009,200,10009200,雲林縣水林鄉,024,溪墘村,雲林縣水林鄉溪墘村,10009200024
10,010,010,10010010,嘉義縣太保市,001,太保里,嘉義縣太保市太保里,10010010001
10,010,010,10010010,嘉義縣太保市,002,後庄里,嘉義縣太保市後庄里,10010010002
10,010,010,10010010,嘉義縣太保市,003,前潭里,嘉義縣太保市前潭里,10010010003
10,010,010,10010010,嘉義縣太保市,004,後潭里,嘉義縣太保市後潭里,10010010004
10,010,010,10010010,嘉義縣太保市,005,梅埔里,嘉義縣太保市梅埔里,10010010005
10,010,010,10010010,嘉義縣太保市,006,春珠里,嘉義縣太保市春珠里,10010010006
10,010,010,10010010,嘉義縣太保市,007,崙頂里,嘉義縣太保市崙頂里,10010010007
10,010,010,10010010,嘉義縣太保市,008,東勢里,嘉義縣太保市東勢里,10010010008
10,010,010,10010010,嘉義縣太保市,009,新埤里,嘉義縣太保市新埤里,10010010009
10,010,010,10010010,嘉義縣太保市,010,舊埤里,嘉義縣太保市舊埤里,10010010010
10,010,010,10010010,嘉義縣太保市,011,田尾里,嘉義縣太保市田尾里,10010010011
10,010,010,10010010,嘉義縣太保市,012,港尾里,嘉義縣太保市港尾里,10010010012
10,010,010,10010010,嘉義縣太保市,013,過溝里,嘉義縣太保市過溝里,10010010013
10,010,010,10010010,嘉義縣太保市,014,麻寮里,嘉義縣太保市麻寮里,10010010014
10,010,010,10010010,嘉義縣太保市,015,南新里,嘉義縣太保市南新里,10010010015
10,010,010,10010010,嘉義縣太保市,016,北新里,嘉義縣太保市北新里,10010010016
10,010,010,10010010,嘉義縣太保市,017,埤鄉里,嘉義縣太保市埤鄉里,10010010017
10,010,010,10010010,嘉義縣太保市,018,安仁里,嘉義縣太保市安仁里,10010010018
10,010,020,10010020,嘉義縣朴子市,001,安福里,嘉義縣朴子市安福里,10010020001
10,010,020,10010020,嘉義縣朴子市,002,平和里,嘉義縣朴子市平和里,10010020002
10,010,020,10010020,嘉義縣朴子市,003,內厝里,嘉義縣朴子市內厝里,10010020003
10,010,020,10010020,嘉義縣朴子市,004,開元里,嘉義縣朴子市開元里,10010020004
10,010,020,10010020,嘉義縣朴子市,005,順天里,嘉義縣朴子市順天里,10010020005
10,010,020,10010020,嘉義縣朴子市,006,中正里,嘉義縣朴子市中正里,10010020006
10,010,020,10010020,嘉義縣朴子市,007,博厚里,嘉義縣朴子市博厚里,10010020007
10,010,020,10010020,嘉義縣朴子市,008,文化里,嘉義縣朴子市文化里,10010020008
10,010,020,10010020,嘉義縣朴子市,009,永和里,嘉義縣朴子市永和里,10010020009
10,010,020,10010020,嘉義縣朴子市,010,竹圍里,嘉義縣朴子市竹圍里,10010020010
10,010,020,10010020,嘉義縣朴子市,011,新寮里,嘉義縣朴子市新寮里,10010020011
10,010,020,10010020,嘉義縣朴子市,012,双溪里,嘉義縣朴子市双溪里,10010020012
10,010,020,10010020,嘉義縣朴子市,013,溪口里,嘉義縣朴子市溪口里,10010020013
10,010,020,10010020,嘉義縣朴子市,014,德興里,嘉義縣朴子市德興里,10010020014
10,010,020,10010020,嘉義縣朴子市,015,仁和里,嘉義縣朴子市仁和里,10010020015
10,010,020,10010020,嘉義縣朴子市,016,大鄉里,嘉義縣朴子市大鄉里,10010020016
10,010,020,10010020,嘉義縣朴子市,017,大葛里,嘉義縣朴子市大葛里,10010020017
10,010,020,10010020,嘉義縣朴子市,018,佳禾里,嘉義縣朴子市佳禾里,10010020018
10,010,020,10010020,嘉義縣朴子市,019,竹村里,嘉義縣朴子市竹村里,10010020019
10,010,020,10010020,嘉義縣朴子市,020,崁前里,嘉義縣朴子市崁前里,10010020020
10,010,020,10010020,嘉義縣朴子市,021,順安里,嘉義縣朴子市順安里,10010020021
10,010,020,10010020,嘉義縣朴子市,022,崁後里,嘉義縣朴子市崁後里,10010020022
10,010,020,10010020,嘉義縣朴子市,023,德家里,嘉義縣朴子市德家里,10010020023
10,010,020,10010020,嘉義縣朴子市,024,新庄里,嘉義縣朴子市新庄里,10010020024
10,010,020,10010020,嘉義縣朴子市,025,梅華里,嘉義縣朴子市梅華里,10010020025
10,010,020,10010020,嘉義縣朴子市,026,松華里,嘉義縣朴子市松華里,10010020026
10,010,020,10010020,嘉義縣朴子市,027,南竹里,嘉義縣朴子市南竹里,10010020027
10,010,030,10010030,嘉義縣布袋鎮,001,岱江里,嘉義縣布袋鎮岱江里,10010030001
10,010,030,10010030,嘉義縣布袋鎮,002,九龍里,嘉義縣布袋鎮九龍里,10010030002
10,010,030,10010030,嘉義縣布袋鎮,003,岑海里,嘉義縣布袋鎮岑海里,10010030003
10,010,030,10010030,嘉義縣布袋鎮,004,興中里,嘉義縣布袋鎮興中里,10010030004
10,010,030,10010030,嘉義縣布袋鎮,005,光復里,嘉義縣布袋鎮光復里,10010030005
10,010,030,10010030,嘉義縣布袋鎮,006,見龍里,嘉義縣布袋鎮見龍里,10010030006
10,010,030,10010030,嘉義縣布袋鎮,007,新厝里,嘉義縣布袋鎮新厝里,10010030007
10,010,030,10010030,嘉義縣布袋鎮,008,龍江里,嘉義縣布袋鎮龍江里,10010030008
10,010,030,10010030,嘉義縣布袋鎮,009,新岑里,嘉義縣布袋鎮新岑里,10010030009
10,010,030,10010030,嘉義縣布袋鎮,010,新民里,嘉義縣布袋鎮新民里,10010030010
10,010,030,10010030,嘉義縣布袋鎮,011,復興里,嘉義縣布袋鎮復興里,10010030011
10,010,030,10010030,嘉義縣布袋鎮,012,好美里,嘉義縣布袋鎮好美里,10010030012
10,010,030,10010030,嘉義縣布袋鎮,013,永安里,嘉義縣布袋鎮永安里,10010030013
10,010,030,10010030,嘉義縣布袋鎮,014,東港里,嘉義縣布袋鎮東港里,10010030014
10,010,030,10010030,嘉義縣布袋鎮,015,江山里,嘉義縣布袋鎮江山里,10010030015
10,010,030,10010030,嘉義縣布袋鎮,016,菜舖里,嘉義縣布袋鎮菜舖里,10010030016
10,010,030,10010030,嘉義縣布袋鎮,017,考試里,嘉義縣布袋鎮考試里,10010030017
10,010,030,10010030,嘉義縣布袋鎮,018,振寮里,嘉義縣布袋鎮振寮里,10010030018
10,010,030,10010030,嘉義縣布袋鎮,019,西安里,嘉義縣布袋鎮西安里,10010030019
10,010,030,10010030,嘉義縣布袋鎮,020,東安里,嘉義縣布袋鎮東安里,10010030020
10,010,030,10010030,嘉義縣布袋鎮,021,中安里,嘉義縣布袋鎮中安里,10010030021
10,010,030,10010030,嘉義縣布袋鎮,022,樹林里,嘉義縣布袋鎮樹林里,10010030022
10,010,030,10010030,嘉義縣布袋鎮,023,貴舍里,嘉義縣布袋鎮貴舍里,10010030023
10,010,040,10010040,嘉義縣大林鎮,001,東林里,嘉義縣大林鎮東林里,10010040001
10,010,040,10010040,嘉義縣大林鎮,002,西林里,嘉義縣大林鎮西林里,10010040002
10,010,040,10010040,嘉義縣大林鎮,003,吉林里,嘉義縣大林鎮吉林里,10010040003
10,010,040,10010040,嘉義縣大林鎮,004,平林里,嘉義縣大林鎮平林里,10010040004
10,010,040,10010040,嘉義縣大林鎮,005,明華里,嘉義縣大林鎮明華里,10010040005
10,010,040,10010040,嘉義縣大林鎮,006,明和里,嘉義縣大林鎮明和里,10010040006
10,010,040,10010040,嘉義縣大林鎮,007,排路里,嘉義縣大林鎮排路里,10010040007
10,010,040,10010040,嘉義縣大林鎮,008,西結里,嘉義縣大林鎮西結里,10010040008
10,010,040,10010040,嘉義縣大林鎮,009,湖北里,嘉義縣大林鎮湖北里,10010040009
10,010,040,10010040,嘉義縣大林鎮,010,大糖里,嘉義縣大林鎮大糖里,10010040010
10,010,040,10010040,嘉義縣大林鎮,011,大美里,嘉義縣大林鎮大美里,10010040011
10,010,040,10010040,嘉義縣大林鎮,012,過溪里,嘉義縣大林鎮過溪里,10010040012
10,010,040,10010040,嘉義縣大林鎮,013,中坑里,嘉義縣大林鎮中坑里,10010040013
10,010,040,10010040,嘉義縣大林鎮,014,上林里,嘉義縣大林鎮上林里,10010040014
10,010,040,10010040,嘉義縣大林鎮,015,中林里,嘉義縣大林鎮中林里,10010040015
10,010,040,10010040,嘉義縣大林鎮,016,三和里,嘉義縣大林鎮三和里,10010040016
10,010,040,10010040,嘉義縣大林鎮,017,溝背里,嘉義縣大林鎮溝背里,10010040017
10,010,040,10010040,嘉義縣大林鎮,018,義和里,嘉義縣大林鎮義和里,10010040018
10,010,040,10010040,嘉義縣大林鎮,019,內林里,嘉義縣大林鎮內林里,10010040019
10,010,040,10010040,嘉義縣大林鎮,020,三角里,嘉義縣大林鎮三角里,10010040020
10,010,040,10010040,嘉義縣大林鎮,021,三村里,嘉義縣大林鎮三村里,10010040021
10,010,050,10010050,嘉義縣民雄鄉,001,東榮村,嘉義縣民雄鄉東榮村,10010050001
10,010,050,10010050,嘉義縣民雄鄉,002,中樂村,嘉義縣民雄鄉中樂村,10010050002
10,010,050,10010050,嘉義縣民雄鄉,003,西安村,嘉義縣民雄鄉西安村,10010050003
10,010,050,10010050,嘉義縣民雄鄉,004,寮頂村,嘉義縣民雄鄉寮頂村,10010050004
10,010,050,10010050,嘉義縣民雄鄉,005,福權村,嘉義縣民雄鄉福權村,10010050005
10,010,050,10010050,嘉義縣民雄鄉,006,東湖村,嘉義縣民雄鄉東湖村,10010050006
10,010,050,10010050,嘉義縣民雄鄉,007,頂崙村,嘉義縣民雄鄉頂崙村,10010050007
10,010,050,10010050,嘉義縣民雄鄉,008,菁埔村,嘉義縣民雄鄉菁埔村,10010050008
10,010,050,10010050,嘉義縣民雄鄉,009,中和村,嘉義縣民雄鄉中和村,10010050009
10,010,050,10010050,嘉義縣民雄鄉,010,平和村,嘉義縣民雄鄉平和村,10010050010
10,010,050,10010050,嘉義縣民雄鄉,011,西昌村,嘉義縣民雄鄉西昌村,10010050011
10,010,050,10010050,嘉義縣民雄鄉,012,豊收村,嘉義縣民雄鄉豊收村,10010050012
10,010,050,10010050,嘉義縣民雄鄉,013,三興村,嘉義縣民雄鄉三興村,10010050013
10,010,050,10010050,嘉義縣民雄鄉,014,東興村,嘉義縣民雄鄉東興村,10010050014
10,010,050,10010050,嘉義縣民雄鄉,015,鎮北村,嘉義縣民雄鄉鎮北村,10010050015
10,010,050,10010050,嘉義縣民雄鄉,016,興中村,嘉義縣民雄鄉興中村,10010050016
10,010,050,10010050,嘉義縣民雄鄉,017,興南村,嘉義縣民雄鄉興南村,10010050017
10,010,050,10010050,嘉義縣民雄鄉,018,福興村,嘉義縣民雄鄉福興村,10010050018
10,010,050,10010050,嘉義縣民雄鄉,019,文隆村,嘉義縣民雄鄉文隆村,10010050019
10,010,050,10010050,嘉義縣民雄鄉,020,山中村,嘉義縣民雄鄉山中村,10010050020
10,010,050,10010050,嘉義縣民雄鄉,021,中央村,嘉義縣民雄鄉中央村,10010050021
10,010,050,10010050,嘉義縣民雄鄉,022,北斗村,嘉義縣民雄鄉北斗村,10010050022
10,010,050,10010050,嘉義縣民雄鄉,023,双福村,嘉義縣民雄鄉双福村,10010050023
10,010,050,10010050,嘉義縣民雄鄉,024,大崎村,嘉義縣民雄鄉大崎村,10010050024
10,010,050,10010050,嘉義縣民雄鄉,025,秀林村,嘉義縣民雄鄉秀林村,10010050025
10,010,050,10010050,嘉義縣民雄鄉,026,松山村,嘉義縣民雄鄉松山村,10010050026
10,010,050,10010050,嘉義縣民雄鄉,027,金興村,嘉義縣民雄鄉金興村,10010050027
10,010,050,10010050,嘉義縣民雄鄉,028,福樂村,嘉義縣民雄鄉福樂村,10010050028
10,010,060,10010060,嘉義縣溪口鄉,001,溪東村,嘉義縣溪口鄉溪東村,10010060001
10,010,060,10010060,嘉義縣溪口鄉,002,溪西村,嘉義縣溪口鄉溪西村,10010060002
10,010,060,10010060,嘉義縣溪口鄉,003,溪北村,嘉義縣溪口鄉溪北村,10010060003
10,010,060,10010060,嘉義縣溪口鄉,004,游東村,嘉義縣溪口鄉游東村,10010060004
10,010,060,10010060,嘉義縣溪口鄉,005,游西村,嘉義縣溪口鄉游西村,10010060005
10,010,060,10010060,嘉義縣溪口鄉,006,柴林村,嘉義縣溪口鄉柴林村,10010060006
10,010,060,10010060,嘉義縣溪口鄉,007,林腳村,嘉義縣溪口鄉林腳村,10010060007
10,010,060,10010060,嘉義縣溪口鄉,008,美南村,嘉義縣溪口鄉美南村,10010060008
10,010,060,10010060,嘉義縣溪口鄉,009,美北村,嘉義縣溪口鄉美北村,10010060009
10,010,060,10010060,嘉義縣溪口鄉,010,本厝村,嘉義縣溪口鄉本厝村,10010060010
10,010,060,10010060,嘉義縣溪口鄉,011,柳溝村,嘉義縣溪口鄉柳溝村,10010060011
10,010,060,10010060,嘉義縣溪口鄉,012,疊溪村,嘉義縣溪口鄉疊溪村,10010060012
10,010,060,10010060,嘉義縣溪口鄉,013,妙崙村,嘉義縣溪口鄉妙崙村,10010060013
10,010,060,10010060,嘉義縣溪口鄉,014,坪頂村,嘉義縣溪口鄉坪頂村,10010060014
10,010,070,10010070,嘉義縣新港鄉,001,宮前村,嘉義縣新港鄉宮前村,10010070001
10,010,070,10010070,嘉義縣新港鄉,002,宮後村,嘉義縣新港鄉宮後村,10010070002
10,010,070,10010070,嘉義縣新港鄉,003,大興村,嘉義縣新港鄉大興村,10010070003
10,010,070,10010070,嘉義縣新港鄉,004,福德村,嘉義縣新港鄉福德村,10010070004
10,010,070,10010070,嘉義縣新港鄉,005,古民村,嘉義縣新港鄉古民村,10010070005
10,010,070,10010070,嘉義縣新港鄉,006,中庄村,嘉義縣新港鄉中庄村,10010070006
10,010,070,10010070,嘉義縣新港鄉,007,大潭村,嘉義縣新港鄉大潭村,10010070007
10,010,070,10010070,嘉義縣新港鄉,008,西庄村,嘉義縣新港鄉西庄村,10010070008
10,010,070,10010070,嘉義縣新港鄉,009,埤子村,嘉義縣新港鄉埤子村,10010070009
10,010,070,10010070,嘉義縣新港鄉,010,南崙村,嘉義縣新港鄉南崙村,10010070010
10,010,070,10010070,嘉義縣新港鄉,011,北崙村,嘉義縣新港鄉北崙村,10010070011
10,010,070,10010070,嘉義縣新港鄉,012,海瀛村,嘉義縣新港鄉海瀛村,10010070012
10,010,070,10010070,嘉義縣新港鄉,013,月眉村,嘉義縣新港鄉月眉村,10010070013
10,010,070,10010070,嘉義縣新港鄉,014,月潭村,嘉義縣新港鄉月潭村,10010070014
10,010,070,10010070,嘉義縣新港鄉,015,溪北村,嘉義縣新港鄉溪北村,10010070015
10,010,070,10010070,嘉義縣新港鄉,016,三間村,嘉義縣新港鄉三間村,10010070016
10,010,070,10010070,嘉義縣新港鄉,017,中洋村,嘉義縣新港鄉中洋村,10010070017
10,010,070,10010070,嘉義縣新港鄉,018,菜公村,嘉義縣新港鄉菜公村,10010070018
10,010,070,10010070,嘉義縣新港鄉,019,安和村,嘉義縣新港鄉安和村,10010070019
10,010,070,10010070,嘉義縣新港鄉,020,潭大村,嘉義縣新港鄉潭大村,10010070020
10,010,070,10010070,嘉義縣新港鄉,021,南港村,嘉義縣新港鄉南港村,10010070021
10,010,070,10010070,嘉義縣新港鄉,022,板頭村,嘉義縣新港鄉板頭村,10010070022
10,010,070,10010070,嘉義縣新港鄉,023,共和村,嘉義縣新港鄉共和村,10010070023
10,010,080,10010080,嘉義縣六腳鄉,001,蒜頭村,嘉義縣六腳鄉蒜頭村,10010080001
10,010,080,10010080,嘉義縣六腳鄉,002,蒜東村,嘉義縣六腳鄉蒜東村,10010080002
10,010,080,10010080,嘉義縣六腳鄉,003,蒜南村,嘉義縣六腳鄉蒜南村,10010080003
10,010,080,10010080,嘉義縣六腳鄉,004,工廠村,嘉義縣六腳鄉工廠村,10010080004
10,010,080,10010080,嘉義縣六腳鄉,005,灣南村,嘉義縣六腳鄉灣南村,10010080005
10,010,080,10010080,嘉義縣六腳鄉,006,灣北村,嘉義縣六腳鄉灣北村,10010080006
10,010,080,10010080,嘉義縣六腳鄉,007,雙涵村,嘉義縣六腳鄉雙涵村,10010080007
10,010,080,10010080,嘉義縣六腳鄉,008,塗師村,嘉義縣六腳鄉塗師村,10010080008
10,010,080,10010080,嘉義縣六腳鄉,009,三義村,嘉義縣六腳鄉三義村,10010080009
10,010,080,10010080,嘉義縣六腳鄉,010,港美村,嘉義縣六腳鄉港美村,10010080010
10,010,080,10010080,嘉義縣六腳鄉,011,豐美村,嘉義縣六腳鄉豐美村,10010080011
10,010,080,10010080,嘉義縣六腳鄉,012,六斗村,嘉義縣六腳鄉六斗村,10010080012
10,010,080,10010080,嘉義縣六腳鄉,013,崙陽村,嘉義縣六腳鄉崙陽村,10010080013
10,010,080,10010080,嘉義縣六腳鄉,014,蘇厝村,嘉義縣六腳鄉蘇厝村,10010080014
10,010,080,10010080,嘉義縣六腳鄉,015,竹本村,嘉義縣六腳鄉竹本村,10010080015
10,010,080,10010080,嘉義縣六腳鄉,016,永賢村,嘉義縣六腳鄉永賢村,10010080016
10,010,080,10010080,嘉義縣六腳鄉,017,魚寮村,嘉義縣六腳鄉魚寮村,10010080017
10,010,080,10010080,嘉義縣六腳鄉,018,潭墘村,嘉義縣六腳鄉潭墘村,10010080018
10,010,080,10010080,嘉義縣六腳鄉,019,正義村,嘉義縣六腳鄉正義村,10010080019
10,010,080,10010080,嘉義縣六腳鄉,020,溪厝村,嘉義縣六腳鄉溪厝村,10010080020
10,010,080,10010080,嘉義縣六腳鄉,021,六腳村,嘉義縣六腳鄉六腳村,10010080021
10,010,080,10010080,嘉義縣六腳鄉,022,六南村,嘉義縣六腳鄉六南村,10010080022
10,010,080,10010080,嘉義縣六腳鄉,023,崩山村,嘉義縣六腳鄉崩山村,10010080023
10,010,080,10010080,嘉義縣六腳鄉,024,古林村,嘉義縣六腳鄉古林村,10010080024
