pcode,county,city,fullcode,cityname,vilcode,vilname,fullname,fullcodename
09,007,010,09007010,連江縣南竿鄉,001,介壽村,連江縣南竿鄉介壽村,09007010001
09,007,010,09007010,連江縣南竿鄉,002,復興村,連江縣南竿鄉復興村,09007010002
09,007,010,09007010,連江縣南竿鄉,003,福沃村,連江縣南竿鄉福沃村,09007010003
09,007,010,09007010,連江縣南竿鄉,004,清水村,連江縣南竿鄉清水村,09007010004
09,007,010,09007010,連江縣南竿鄉,005,仁愛村,連江縣南竿鄉仁愛村,09007010005
09,007,010,09007010,連江縣南竿鄉,006,津沙村,連江縣南竿鄉津沙村,09007010006
09,007,010,09007010,連江縣南竿鄉,007,馬祖村,連江縣南竿鄉馬祖村,09007010007
09,007,010,09007010,連江縣南竿鄉,008,珠螺村,連江縣南竿鄉珠螺村,09007010008
09,007,010,09007010,連江縣南竿鄉,009,四維村,連江縣南竿鄉四維村,09007010009
09,007,020,09007020,連江縣北竿鄉,001,塘岐村,連江縣北竿鄉塘岐村,09007020001
09,007,020,09007020,連江縣北竿鄉,002,后沃村,連江縣北竿鄉后沃村,09007020002
09,007,020,09007020,連江縣北竿鄉,003,橋仔村,連江縣北竿鄉橋仔村,09007020003
09,007,020,09007020,連江縣北竿鄉,004,芹壁村,連江縣北竿鄉芹壁村,09007020004
09,007,020,09007020,連江縣北竿鄉,005,坂里村,連江縣北竿鄉坂里村,09007020005
09,007,020,09007020,連江縣北竿鄉,006,白沙村,連江縣北竿鄉白沙村,09007020006
09,007,030,09007030,連江縣莒光鄉,001,青帆村,連江縣莒光鄉青帆村,09007030001
09,007,030,09007030,連江縣莒光鄉,002,田沃村,連江縣莒光鄉田沃村,09007030002
09,007,030,09007030,連江縣莒光鄉,003,西坵村,連江縣莒光鄉西坵村,09007030003
09,007,030,09007030,連江縣莒光鄉,004,福正村,連江縣莒光鄉福正村,09007030004
09,007,030,09007030,連江縣莒光鄉,005,大坪村,連江縣莒光鄉大坪村,09007030005
09,007,040,09007040,連江縣東引鄉,001,中柳村,連江縣東引鄉中柳村,09007040001
09,007,040,09007040,連江縣東引鄉,002,樂華村,連江縣東引鄉樂華村,09007040002
09,020,010,09020010,金門縣金城鎮,001,東門里,金門縣金城鎮東門里,09020010001
09,020,010,09020010,金門縣金城鎮,002,西門里,金門縣金城鎮西門里,09020010002
09,020,010,09020010,金門縣金城鎮,003,南門里,金門縣金城鎮南門里,09020010003
09,020,010,09020010,金門縣金城鎮,004,北門里,金門縣金城鎮北門里,09020010004
09,020,010,09020010,金門縣金城鎮,005,古城里,金門縣金城鎮古城里,09020010005
09,020,010,09020010,金門縣金城鎮,006,金水里,金門縣金城鎮金水里,09020010006
09,020,010,09020010,金門縣金城鎮,007,珠沙里,金門縣金城鎮珠沙里,09020010007
09,020,010,09020010,金門縣金城鎮,008,賢庵里,金門縣金城鎮賢庵里,09020010008
09,020,020,09020020,金門縣金沙鎮,001,汶沙里,金門縣金沙鎮汶沙里,09020020001
09,020,020,09020020,金門縣金沙鎮,002,三山里,金門縣金沙鎮三山里,09020020002
09,020,020,09020020,金門縣金沙鎮,003,大洋里,金門縣金沙鎮大洋里,09020020003
09,020,020,09020020,金門縣金沙鎮,004,光前里,金門縣金沙鎮光前里,09020020004
09,020,020,09020020,金門縣金沙鎮,005,何斗里,金門縣金沙鎮何斗里,09020020005
09,020,020,09020020,金門縣金沙鎮,006,西園里,金門縣金沙鎮西園里,09020020006
09,020,020,09020020,金門縣金沙鎮,007,官嶼里,金門縣金沙鎮官嶼里,09020020007
09,020,020,09020020,金門縣金沙鎮,008,浦山里,金門縣金沙鎮浦山里,09020020008
09,020,030,09020030,金門縣金湖鎮,001,新市里,金門縣金湖鎮新市里,09020030001
09,020,030,09020030,金門縣金湖鎮,002,山外里,金門縣金湖鎮山外里,09020030002
09,020,030,09020030,金門縣金湖鎮,003,正義里,金門縣金湖鎮正義里,09020030003
09,020,030,09020030,金門縣金湖鎮,004,料羅里,金門縣金湖鎮料羅里,09020030004
09,020,030,09020030,金門縣金湖鎮,005,瓊林里,金門縣金湖鎮瓊林里,09020030005
09,020,030,09020030,金門縣金湖鎮,006,新湖里,金門縣金湖鎮新湖里,09020030006
09,020,030,09020030,金門縣金湖鎮,007,溪湖里,金門縣金湖鎮溪湖里,09020030007
09,020,030,09020030,金門縣金湖鎮,008,蓮庵里,金門縣金湖鎮蓮庵里,09020030008
09,020,040,09020040,金門縣金寧鄉,001,古寧村,金門縣金寧鄉古寧村,09020040001
09,020,040,09020040,金門縣金寧鄉,002,安美村,金門縣金寧鄉安美村,09020040002
09,020,040,09020040,金門縣金寧鄉,003,后盤村,金門縣金寧鄉后盤村,09020040003
09,020,040,09020040,金門縣金寧鄉,004,湖埔村,金門縣金寧鄉湖埔村,09020040004
09,020,040,09020040,金門縣金寧鄉,005,榜林村,金門縣金寧鄉榜林村,09020040005
09,020,040,09020040,金門縣金寧鄉,006,盤山村,金門縣金寧鄉盤山村,09020040006
09,020,050,09020050,金門縣烈嶼鄉,001,上岐村,金門縣烈嶼鄉上岐村,09020050001
09,020,050,09020050,金門縣烈嶼鄉,002,上林村,金門縣烈嶼鄉上林村,09020050002
09,020,050,09020050,金門縣烈嶼鄉,003,西口村,金門縣烈嶼鄉西口村,09020050003
09,020,050,09020050,金門縣烈嶼鄉,004,林湖村,金門縣烈嶼鄉林湖村,09020050004
09,020,050,09020050,金門縣烈嶼鄉,005,黃埔村,金門縣烈嶼鄉黃埔村,09020050005
09,020,060,09020060,金門縣烏坵鄉,001,大坵村,金門縣烏坵鄉大坵村,09020060001
09,020,060,09020060,金門縣烏坵鄉,002,小坵村,金門縣烏坵鄉小坵村,09020060002
10,002,010,10002010,宜蘭縣宜蘭市,001,神農里,宜蘭縣宜蘭市神農里,10002010001
10,002,010,10002010,宜蘭縣宜蘭市,002,民權里,宜蘭縣宜蘭市民權里,10002010002
10,002,010,10002010,宜蘭縣宜蘭市,008,進士里,宜蘭縣宜蘭市進士里,10002010008
10,002,010,10002010,宜蘭縣宜蘭市,009,南橋里,宜蘭縣宜蘭市南橋里,10002010009
10,002,010,10002010,宜蘭縣宜蘭市,010,建業里,宜蘭縣宜蘭市建業里,10002010010
10,002,010,10002010,宜蘭縣宜蘭市,011,南津里,宜蘭縣宜蘭市南津里,10002010011
10,002,010,10002010,宜蘭縣宜蘭市,012,凱旋里,宜蘭縣宜蘭市凱旋里,10002010012
10,002,010,10002010,宜蘭縣宜蘭市,013,黎明里,宜蘭縣宜蘭市黎明里,10002010013
10,002,010,10002010,宜蘭縣宜蘭市,014,東村里,宜蘭縣宜蘭市東村里,10002010014
10,002,010,10002010,宜蘭縣宜蘭市,015,延平里,宜蘭縣宜蘭市延平里,10002010015
10,002,010,10002010,宜蘭縣宜蘭市,016,七張里,宜蘭縣宜蘭市七張里,10002010016
10,002,010,10002010,宜蘭縣宜蘭市,017,慈安里,宜蘭縣宜蘭市慈安里,10002010017
10,002,010,10002010,宜蘭縣宜蘭市,018,新民里,宜蘭縣宜蘭市新民里,10002010018
10,002,010,10002010,宜蘭縣宜蘭市,019,東門里,宜蘭縣宜蘭市東門里,10002010019
10,002,010,10002010,宜蘭縣宜蘭市,021,小東里,宜蘭縣宜蘭市小東里,10002010021
10,002,010,10002010,宜蘭縣宜蘭市,022,菜園里,宜蘭縣宜蘭市菜園里,10002010022
10,002,010,10002010,宜蘭縣宜蘭市,023,孝廉里,宜蘭縣宜蘭市孝廉里,10002010023
10,002,010,10002010,宜蘭縣宜蘭市,024,新生里,宜蘭縣宜蘭市新生里,10002010024
10,002,010,10002010,宜蘭縣宜蘭市,025,茭白里,宜蘭縣宜蘭市茭白里,10002010025
10,002,010,10002010,宜蘭縣宜蘭市,026,北津里,宜蘭縣宜蘭市北津里,10002010026
10,002,010,10002010,宜蘭縣宜蘭市,027,梅洲里,宜蘭縣宜蘭市梅洲里,10002010027
10,002,010,10002010,宜蘭縣宜蘭市,028,北門里,宜蘭縣宜蘭市北門里,10002010028
10,002,010,10002010,宜蘭縣宜蘭市,031,中山里,宜蘭縣宜蘭市中山里,10002010031
10,002,010,10002010,宜蘭縣宜蘭市,032,西門里,宜蘭縣宜蘭市西門里,10002010032
10,002,010,10002010,宜蘭縣宜蘭市,034,南門里,宜蘭縣宜蘭市南門里,10002010034
10,002,010,10002010,宜蘭縣宜蘭市,035,負郭里,宜蘭縣宜蘭市負郭里,10002010035
10,002,010,10002010,宜蘭縣宜蘭市,036,民族里,宜蘭縣宜蘭市民族里,10002010036
10,002,010,10002010,宜蘭縣宜蘭市,037,建軍里,宜蘭縣宜蘭市建軍里,10002010037
10,002,010,10002010,宜蘭縣宜蘭市,038,思源里,宜蘭縣宜蘭市思源里,10002010038
10,002,010,10002010,宜蘭縣宜蘭市,039,文化里,宜蘭縣宜蘭市文化里,10002010039
10,002,010,10002010,宜蘭縣宜蘭市,040,復興里,宜蘭縣宜蘭市復興里,10002010040
10,002,010,10002010,宜蘭縣宜蘭市,041,成功里,宜蘭縣宜蘭市成功里,10002010041
10,002,010,10002010,宜蘭縣宜蘭市,042,新東里,宜蘭縣宜蘭市新東里,10002010042
10,002,010,10002010,宜蘭縣宜蘭市,043,七結里,宜蘭縣宜蘭市七結里,10002010043
10,002,010,10002010,宜蘭縣宜蘭市,044,泰山里,宜蘭縣宜蘭市泰山里,10002010044
10,002,010,10002010,宜蘭縣宜蘭市,045,大新里,宜蘭縣宜蘭市大新里,10002010045
10,002,010,10002010,宜蘭縣宜蘭市,046,中興里,宜蘭縣宜蘭市中興里,10002010046
10,002,010,10002010,宜蘭縣宜蘭市,047,擺厘里,宜蘭縣宜蘭市擺厘里,10002010047
10,002,020,10002020,宜蘭縣羅東鎮,004,大新里,宜蘭縣羅東鎮大新里,10002020004
10,002,020,10002020,宜蘭縣羅東鎮,005,東安里,宜蘭縣羅東鎮東安里,10002020005
10,002,020,10002020,宜蘭縣羅東鎮,006,新群里,宜蘭縣羅東鎮新群里,10002020006
10,002,020,10002020,宜蘭縣羅東鎮,007,羅莊里,宜蘭縣羅東鎮羅莊里,10002020007
10,002,020,10002020,宜蘭縣羅東鎮,008,南昌里,宜蘭縣羅東鎮南昌里,10002020008
10,002,020,10002020,宜蘭縣羅東鎮,009,南豪里,宜蘭縣羅東鎮南豪里,10002020009
10,002,020,10002020,宜蘭縣羅東鎮,010,成功里,宜蘭縣羅東鎮成功里,10002020010
10,002,020,10002020,宜蘭縣羅東鎮,011,仁德里,宜蘭縣羅東鎮仁德里,10002020011
10,002,020,10002020,宜蘭縣羅東鎮,016,漢民里,宜蘭縣羅東鎮漢民里,10002020016
10,002,020,10002020,宜蘭縣羅東鎮,017,西安里,宜蘭縣羅東鎮西安里,10002020017
10,002,020,10002020,宜蘭縣羅東鎮,018,北成里,宜蘭縣羅東鎮北成里,10002020018
10,002,020,10002020,宜蘭縣羅東鎮,019,賢文里,宜蘭縣羅東鎮賢文里,10002020019
10,002,020,10002020,宜蘭縣羅東鎮,020,公正里,宜蘭縣羅東鎮公正里,10002020020
10,002,020,10002020,宜蘭縣羅東鎮,021,集祥里,宜蘭縣羅東鎮集祥里,10002020021
10,002,020,10002020,宜蘭縣羅東鎮,022,信義里,宜蘭縣羅東鎮信義里,10002020022
10,002,020,10002020,宜蘭縣羅東鎮,023,竹林里,宜蘭縣羅東鎮竹林里,10002020023
10,002,020,10002020,宜蘭縣羅東鎮,024,仁愛里,宜蘭縣羅東鎮仁愛里,10002020024
10,002,020,10002020,宜蘭縣羅東鎮,025,樹林里,宜蘭縣羅東鎮樹林里,10002020025
10,002,020,10002020,宜蘭縣羅東鎮,026,國華里,宜蘭縣羅東鎮國華里,10002020026
10,002,020,10002020,宜蘭縣羅東鎮,027,維揚里,宜蘭縣羅東鎮維揚里,10002020027
10,002,020,10002020,宜蘭縣羅東鎮,028,開明里,宜蘭縣羅東鎮開明里,10002020028
10,002,020,10002020,宜蘭縣羅東鎮,029,中山里,宜蘭縣羅東鎮中山里,10002020029
10,002,020,10002020,宜蘭縣羅東鎮,030,仁和里,宜蘭縣羅東鎮仁和里,10002020030
10,002,030,10002030,宜蘭縣蘇澳鎮,001,龍德里,宜蘭縣蘇澳鎮龍德里,10002030001
10,002,030,10002030,宜蘭縣蘇澳鎮,002,頂寮里,宜蘭縣蘇澳鎮頂寮里,10002030002
10,002,030,10002030,宜蘭縣蘇澳鎮,003,永榮里,宜蘭縣蘇澳鎮永榮里,10002030003
10,002,030,10002030,宜蘭縣蘇澳鎮,004,存仁里,宜蘭縣蘇澳鎮存仁里,10002030004
10,002,030,10002030,宜蘭縣蘇澳鎮,005,港邊里,宜蘭縣蘇澳鎮港邊里,10002030005
10,002,030,10002030,宜蘭縣蘇澳鎮,007,隘丁里,宜蘭縣蘇澳鎮隘丁里,10002030007
10,002,030,10002030,宜蘭縣蘇澳鎮,008,新城里,宜蘭縣蘇澳鎮新城里,10002030008
10,002,030,10002030,宜蘭縣蘇澳鎮,009,聖湖里,宜蘭縣蘇澳鎮聖湖里,10002030009
10,002,030,10002030,宜蘭縣蘇澳鎮,010,蘇西里,宜蘭縣蘇澳鎮蘇西里,10002030010
10,002,030,10002030,宜蘭縣蘇澳鎮,011,蘇北里,宜蘭縣蘇澳鎮蘇北里,10002030011
10,002,030,10002030,宜蘭縣蘇澳鎮,012,蘇南里,宜蘭縣蘇澳鎮蘇南里,10002030012
10,002,030,10002030,宜蘭縣蘇澳鎮,013,蘇東里,宜蘭縣蘇澳鎮蘇東里,10002030013
10,002,030,10002030,宜蘭縣蘇澳鎮,014,長安里,宜蘭縣蘇澳鎮長安里,10002030014
10,002,030,10002030,宜蘭縣蘇澳鎮,015,永光里,宜蘭縣蘇澳鎮永光里,10002030015
10,002,030,10002030,宜蘭縣蘇澳鎮,016,永春里,宜蘭縣蘇澳鎮永春里,10002030016
10,002,030,10002030,宜蘭縣蘇澳鎮,017,永樂里,宜蘭縣蘇澳鎮永樂里,10002030017
10,002,030,10002030,宜蘭縣蘇澳鎮,018,南安里,宜蘭縣蘇澳鎮南安里,10002030018
10,002,030,10002030,宜蘭縣蘇澳鎮,019,南正里,宜蘭縣蘇澳鎮南正里,10002030019
10,002,030,10002030,宜蘭縣蘇澳鎮,020,南成里,宜蘭縣蘇澳鎮南成里,10002030020
10,002,030,10002030,宜蘭縣蘇澳鎮,021,南興里,宜蘭縣蘇澳鎮南興里,10002030021
10,002,030,10002030,宜蘭縣蘇澳鎮,022,南寧里,宜蘭縣蘇澳鎮南寧里,10002030022
10,002,030,10002030,宜蘭縣蘇澳鎮,023,南建里,宜蘭縣蘇澳鎮南建里,10002030023
10,002,030,10002030,宜蘭縣蘇澳鎮,024,東澳里,宜蘭縣蘇澳鎮東澳里,10002030024
10,002,030,10002030,宜蘭縣蘇澳鎮,025,南強里,宜蘭縣蘇澳鎮南強里,10002030025
10,002,030,10002030,宜蘭縣蘇澳鎮,026,朝陽里,宜蘭縣蘇澳鎮朝陽里,10002030026
10,002,030,10002030,宜蘭縣蘇澳鎮,027,聖愛里,宜蘭縣蘇澳鎮聖愛里,10002030027
10,002,040,10002040,宜蘭縣頭城鎮,001,石城里,宜蘭縣頭城鎮石城里,10002040001
10,002,040,10002040,宜蘭縣頭城鎮,002,大里里,宜蘭縣頭城鎮大里里,10002040002
10,002,040,10002040,宜蘭縣頭城鎮,003,大溪里,宜蘭縣頭城鎮大溪里,10002040003
10,002,040,10002040,宜蘭縣頭城鎮,004,合興里,宜蘭縣頭城鎮合興里,10002040004
10,002,040,10002040,宜蘭縣頭城鎮,005,更新里,宜蘭縣頭城鎮更新里,10002040005
10,002,040,10002040,宜蘭縣頭城鎮,006,外澳里,宜蘭縣頭城鎮外澳里,10002040006
10,002,040,10002040,宜蘭縣頭城鎮,007,港口里,宜蘭縣頭城鎮港口里,10002040007
10,002,040,10002040,宜蘭縣頭城鎮,008,武營里,宜蘭縣頭城鎮武營里,10002040008
10,002,040,10002040,宜蘭縣頭城鎮,009,大坑里,宜蘭縣頭城鎮大坑里,10002040009
10,002,040,10002040,宜蘭縣頭城鎮,010,城東里,宜蘭縣頭城鎮城東里,10002040010
10,002,040,10002040,宜蘭縣頭城鎮,011,城北里,宜蘭縣頭城鎮城北里,10002040011
10,002,040,10002040,宜蘭縣頭城鎮,012,城西里,宜蘭縣頭城鎮城西里,10002040012
10,002,040,10002040,宜蘭縣頭城鎮,013,城南里,宜蘭縣頭城鎮城南里,10002040013
10,002,040,10002040,宜蘭縣頭城鎮,014,竹安里,宜蘭縣頭城鎮竹安里,10002040014
10,002,040,10002040,宜蘭縣頭城鎮,015,新建里,宜蘭縣頭城鎮新建里,10002040015
10,002,040,10002040,宜蘭縣頭城鎮,016,拔雅里,宜蘭縣頭城鎮拔雅里,10002040016
10,002,040,10002040,宜蘭縣頭城鎮,017,福成里,宜蘭縣頭城鎮福成里,10002040017
10,002,040,10002040,宜蘭縣頭城鎮,018,金面里,宜蘭縣頭城鎮金面里,10002040018
10,002,040,10002040,宜蘭縣頭城鎮,019,金盈里,宜蘭縣頭城鎮金盈里,10002040019
10,002,040,10002040,宜蘭縣頭城鎮,020,頂埔里,宜蘭縣頭城鎮頂埔里,10002040020
10,002,040,10002040,宜蘭縣頭城鎮,021,下埔里,宜蘭縣頭城鎮下埔里,10002040021
10,002,040,10002040,宜蘭縣頭城鎮,022,中崙里,宜蘭縣頭城鎮中崙里,10002040022
10,002,040,10002040,宜蘭縣頭城鎮,023,二城里,宜蘭縣頭城鎮二城里,10002040023
10,002,040,10002040,宜蘭縣頭城鎮,024,龜山里,宜蘭縣頭城鎮龜山里,10002040024
10,002,050,10002050,宜蘭縣礁溪鄉,001,白雲村,宜蘭縣礁溪鄉白雲村,10002050001
10,002,050,10002050,宜蘭縣礁溪鄉,002,玉石村,宜蘭縣礁溪鄉玉石村,10002050002
10,002,050,10002050,宜蘭縣礁溪鄉,003,德陽村,宜蘭縣礁溪鄉德陽村,10002050003
10,002,050,10002050,宜蘭縣礁溪鄉,004,大忠村,宜蘭縣礁溪鄉大忠村,10002050004
10,002,050,10002050,宜蘭縣礁溪鄉,005,大義村,宜蘭縣礁溪鄉大義村,10002050005
10,002,050,10002050,宜蘭縣礁溪鄉,006,六結村,宜蘭縣礁溪鄉六結村,10002050006
10,002,050,10002050,宜蘭縣礁溪鄉,007,二龍村,宜蘭縣礁溪鄉二龍村,10002050007
10,002,050,10002050,宜蘭縣礁溪鄉,008,時潮村,宜蘭縣礁溪鄉時潮村,10002050008
10,002,050,10002050,宜蘭縣礁溪鄉,009,玉田村,宜蘭縣礁溪鄉玉田村,10002050009
10,002,050,10002050,宜蘭縣礁溪鄉,010,三民村,宜蘭縣礁溪鄉三民村,10002050010
10,002,050,10002050,宜蘭縣礁溪鄉,011,林美村,宜蘭縣礁溪鄉林美村,10002050011
10,002,050,10002050,宜蘭縣礁溪鄉,012,白鵝村,宜蘭縣礁溪鄉白鵝村,10002050012
10,002,050,10002050,宜蘭縣礁溪鄉,013,玉光村,宜蘭縣礁溪鄉玉光村,10002050013
10,002,050,10002050,宜蘭縣礁溪鄉,014,光武村,宜蘭縣礁溪鄉光武村,10002050014
10,002,050,10002050,宜蘭縣礁溪鄉,015,吳沙村,宜蘭縣礁溪鄉吳沙村,10002050015
10,002,050,10002050,宜蘭縣礁溪鄉,016,龍潭村,宜蘭縣礁溪鄉龍潭村,10002050016
10,002,050,10002050,宜蘭縣礁溪鄉,017,匏崙村,宜蘭縣礁溪鄉匏崙村,10002050017
10,002,050,10002050,宜蘭縣礁溪鄉,018,二結村,宜蘭縣礁溪鄉二結村,10002050018
10,002,060,10002060,宜蘭縣壯圍鄉,001,吉祥村,宜蘭縣壯圍鄉吉祥村,10002060001
10,002,060,10002060,宜蘭縣壯圍鄉,002,美福村,宜蘭縣壯圍鄉美福村,10002060002
10,002,060,10002060,宜蘭縣壯圍鄉,003,新南村,宜蘭縣壯圍鄉新南村,10002060003
10,002,060,10002060,宜蘭縣壯圍鄉,004,東港村,宜蘭縣壯圍鄉東港村,10002060004
10,002,060,10002060,宜蘭縣壯圍鄉,005,復興村,宜蘭縣壯圍鄉復興村,10002060005
10,002,060,10002060,宜蘭縣壯圍鄉,006,過嶺村,宜蘭縣壯圍鄉過嶺村,10002060006
10,002,060,10002060,宜蘭縣壯圍鄉,007,永鎮村,宜蘭縣壯圍鄉永鎮村,10002060007
10,002,060,10002060,宜蘭縣壯圍鄉,008,忠孝村,宜蘭縣壯圍鄉忠孝村,10002060008
10,002,060,10002060,宜蘭縣壯圍鄉,009,古亭村,宜蘭縣壯圍鄉古亭村,10002060009
10,002,060,10002060,宜蘭縣壯圍鄉,010,功勞村,宜蘭縣壯圍鄉功勞村,10002060010
10,002,060,10002060,宜蘭縣壯圍鄉,011,美城村,宜蘭縣壯圍鄉美城村,10002060011
10,002,060,10002060,宜蘭縣壯圍鄉,012,新社村,宜蘭縣壯圍鄉新社村,10002060012
10,002,060,10002060,宜蘭縣壯圍鄉,013,大福村,宜蘭縣壯圍鄉大福村,10002060013
10,002,060,10002060,宜蘭縣壯圍鄉,014,古結村,宜蘭縣壯圍鄉古結村,10002060014
10,002,070,10002070,宜蘭縣員山鄉,001,員山村,宜蘭縣員山鄉員山村,10002070001
10,002,070,10002070,宜蘭縣員山鄉,002,尚德村,宜蘭縣員山鄉尚德村,10002070002
10,002,070,10002070,宜蘭縣員山鄉,003,惠好村,宜蘭縣員山鄉惠好村,10002070003
10,002,070,10002070,宜蘭縣員山鄉,004,七賢村,宜蘭縣員山鄉七賢村,10002070004
10,002,070,10002070,宜蘭縣員山鄉,005,深溝村,宜蘭縣員山鄉深溝村,10002070005
10,002,070,10002070,宜蘭縣員山鄉,006,蓁巷村,宜蘭縣員山鄉蓁巷村,10002070006
10,002,070,10002070,宜蘭縣員山鄉,007,內城村,宜蘭縣員山鄉內城村,10002070007
10,002,070,10002070,宜蘭縣員山鄉,008,中華村,宜蘭縣員山鄉中華村,10002070008
10,002,070,10002070,宜蘭縣員山鄉,009,永和村,宜蘭縣員山鄉永和村,10002070009
10,002,070,10002070,宜蘭縣員山鄉,010,頭分村,宜蘭縣員山鄉頭分村,10002070010
10,002,070,10002070,宜蘭縣員山鄉,011,枕山村,宜蘭縣員山鄉枕山村,10002070011
10,002,070,10002070,宜蘭縣員山鄉,012,同樂村,宜蘭縣員山鄉同樂村,10002070012
10,002,070,10002070,宜蘭縣員山鄉,013,湖東村,宜蘭縣員山鄉湖東村,10002070013
10,002,070,10002070,宜蘭縣員山鄉,014,逸仙村,宜蘭縣員山鄉逸仙村,10002070014
10,002,070,10002070,宜蘭縣員山鄉,015,湖北村,宜蘭縣員山鄉湖北村,10002070015
10,002,070,10002070,宜蘭縣員山鄉,016,湖西村,宜蘭縣員山鄉湖西村,10002070016
10,002,080,10002080,宜蘭縣冬山鄉,001,武淵村,宜蘭縣冬山鄉武淵村,10002080001
10,002,080,10002080,宜蘭縣冬山鄉,002,珍珠村,宜蘭縣冬山鄉珍珠村,10002080002
10,002,080,10002080,宜蘭縣冬山鄉,003,補城村,宜蘭縣冬山鄉補城村,10002080003
10,002,080,10002080,宜蘭縣冬山鄉,004,三奇村,宜蘭縣冬山鄉三奇村,10002080004
10,002,080,10002080,宜蘭縣冬山鄉,005,大興村,宜蘭縣冬山鄉大興村,10002080005
10,002,080,10002080,宜蘭縣冬山鄉,006,東城村,宜蘭縣冬山鄉東城村,10002080006
10,002,080,10002080,宜蘭縣冬山鄉,007,香和村,宜蘭縣冬山鄉香和村,10002080007
10,002,080,10002080,宜蘭縣冬山鄉,008,南興村,宜蘭縣冬山鄉南興村,10002080008
10,002,080,10002080,宜蘭縣冬山鄉,009,冬山村,宜蘭縣冬山鄉冬山村,10002080009
10,002,080,10002080,宜蘭縣冬山鄉,010,安平村,宜蘭縣冬山鄉安平村,10002080010
10,002,080,10002080,宜蘭縣冬山鄉,011,太和村,宜蘭縣冬山鄉太和村,10002080011
10,002,080,10002080,宜蘭縣冬山鄉,012,八寶村,宜蘭縣冬山鄉八寶村,10002080012
10,002,080,10002080,宜蘭縣冬山鄉,013,丸山村,宜蘭縣冬山鄉丸山村,10002080013
10,002,080,10002080,宜蘭縣冬山鄉,014,中山村,宜蘭縣冬山鄉中山村,10002080014
10,002,080,10002080,宜蘭縣冬山鄉,015,順安村,宜蘭縣冬山鄉順安村,10002080015
10,002,080,10002080,宜蘭縣冬山鄉,016,永美村,宜蘭縣冬山鄉永美村,10002080016
10,002,080,10002080,宜蘭縣冬山鄉,017,群英村,宜蘭縣冬山鄉群英村,10002080017
10,002,080,10002080,宜蘭縣冬山鄉,018,清溝村,宜蘭縣冬山鄉清溝村,10002080018
10,002,080,10002080,宜蘭縣冬山鄉,019,鹿埔村,宜蘭縣冬山鄉鹿埔村,10002080019
10,002,080,10002080,宜蘭縣冬山鄉,020,得安村,宜蘭縣冬山鄉得安村,10002080020
10,002,080,10002080,宜蘭縣冬山鄉,021,廣興村,宜蘭縣冬山鄉廣興村,10002080021
10,002,080,10002080,宜蘭縣冬山鄉,022,廣安村,宜蘭縣冬山鄉廣安村,10002080022
10,002,080,10002080,宜蘭縣冬山鄉,023,柯林村,宜蘭縣冬山鄉柯林村,10002080023
10,002,080,10002080,宜蘭縣冬山鄉,024,大進村,宜蘭縣冬山鄉大進村,10002080024
10,002,090,10002090,宜蘭縣五結鄉,001,三興村,宜蘭縣五結鄉三興村,10002090001
10,002,090,10002090,宜蘭縣五結鄉,002,二結村,宜蘭縣五結鄉二結村,10002090002
10,002,090,10002090,宜蘭縣五結鄉,003,鎮安村,宜蘭縣五結鄉鎮安村,10002090003
10,002,090,10002090,宜蘭縣五結鄉,004,上四村,宜蘭縣五結鄉上四村,10002090004
10,002,090,10002090,宜蘭縣五結鄉,005,中興村,宜蘭縣五結鄉中興村,10002090005
10,002,090,10002090,宜蘭縣五結鄉,006,四結村,宜蘭縣五結鄉四結村,10002090006
10,002,090,10002090,宜蘭縣五結鄉,007,福興村,宜蘭縣五結鄉福興村,10002090007
10,002,090,10002090,宜蘭縣五結鄉,008,五結村,宜蘭縣五結鄉五結村,10002090008
10,002,090,10002090,宜蘭縣五結鄉,009,大吉村,宜蘭縣五結鄉大吉村,10002090009
10,002,090,10002090,宜蘭縣五結鄉,010,協和村,宜蘭縣五結鄉協和村,10002090010
10,002,090,10002090,宜蘭縣五結鄉,011,孝威村,宜蘭縣五結鄉孝威村,10002090011
10,002,090,10002090,宜蘭縣五結鄉,012,錦眾村,宜蘭縣五結鄉錦眾村,10002090012
10,002,090,10002090,宜蘭縣五結鄉,013,利澤村,宜蘭縣五結鄉利澤村,10002090013
10,002,090,10002090,宜蘭縣五結鄉,014,成興村,宜蘭縣五結鄉成興村,10002090014
10,002,090,10002090,宜蘭縣五結鄉,015,季新村,宜蘭縣五結鄉季新村,10002090015
10,002,100,10002100,宜蘭縣三星鄉,001,員山村,宜蘭縣三星鄉員山村,10002100001
10,002,100,10002100,宜蘭縣三星鄉,002,天山村,宜蘭縣三星鄉天山村,10002100002
10,002,100,10002100,宜蘭縣三星鄉,003,天福村,宜蘭縣三星鄉天福村,10002100003
10,002,100,10002100,宜蘭縣三星鄉,004,雙賢村,宜蘭縣三星鄉雙賢村,10002100004
10,002,100,10002100,宜蘭縣三星鄉,005,人和村,宜蘭縣三星鄉人和村,10002100005
10,002,100,10002100,宜蘭縣三星鄉,006,義德村,宜蘭縣三星鄉義德村,10002100006
10,002,100,10002100,宜蘭縣三星鄉,007,集慶村,宜蘭縣三星鄉集慶村,10002100007
10,002,100,10002100,宜蘭縣三星鄉,008,月眉村,宜蘭縣三星鄉月眉村,10002100008
10,002,100,10002100,宜蘭縣三星鄉,009,拱照村,宜蘭縣三星鄉拱照村,10002100009
