regionCode,regionName,Towns,townCode
1001308,屏東縣第8選舉區,瑪家鄉,10013280
1001308,屏東縣第8選舉區,潮州鎮,10013020
1001308,屏東縣第8選舉區,萬巒鄉,10013120
1001308,屏東縣第8選舉區,內埔鄉,10013130
1001308,屏東縣第8選舉區,竹田鄉,10013140
1001308,屏東縣第8選舉區,新埤鄉,10013150
1001308,屏東縣第8選舉區,枋寮鄉,10013160
1001308,屏東縣第8選舉區,泰武鄉,10013290
1001308,屏東縣第8選舉區,來義鄉,10013300
1001308,屏東縣第8選舉區,春日鄉,10013310
1001308,屏東縣第8選舉區,東港鎮,10013030
1001308,屏東縣第8選舉區,新園鄉,10013170
1001308,屏東縣第8選舉區,萬丹鄉,10013050
1001308,屏東縣第8選舉區,崁頂鄉,10013180
1001308,屏東縣第8選舉區,林邊鄉,10013190
1001308,屏東縣第8選舉區,南州鄉,10013200
1001308,屏東縣第8選舉區,佳冬鄉,10013210
1001308,屏東縣第8選舉區,恆春鎮,10013040
1001308,屏東縣第8選舉區,車城鄉,10013230
1001308,屏東縣第8選舉區,滿州鄉,10013240
1001308,屏東縣第8選舉區,枋山鄉,10013250
1001308,屏東縣第8選舉區,獅子鄉,10013320
1001308,屏東縣第8選舉區,牡丹鄉,10013330
1001308,屏東縣第8選舉區,琉球鄉,10013220
1001309,屏東縣第9選舉區,三地門鄉,10013260
1001309,屏東縣第9選舉區,九如鄉,10013080
1001309,屏東縣第9選舉區,里港鄉,10013090
1001309,屏東縣第9選舉區,鹽埔鄉,10013100
1001309,屏東縣第9選舉區,高樹鄉,10013110
1001310,屏東縣第10選舉區,瑪家鄉,10013280
1001310,屏東縣第10選舉區,屏東市,10013010
1001310,屏東縣第10選舉區,長治鄉,10013060
1001310,屏東縣第10選舉區,麟洛鄉,10013070
1001310,屏東縣第10選舉區,內埔鄉,10013130
1001311,屏東縣第11選舉區,泰武鄉,10013290
1001311,屏東縣第11選舉區,萬丹鄉,10013050
1001311,屏東縣第11選舉區,萬巒鄉,10013120
1001311,屏東縣第11選舉區,竹田鄉,10013140
1001312,屏東縣第12選舉區,來義鄉,10013300
1001312,屏東縣第12選舉區,潮州鎮,10013020
1001312,屏東縣第12選舉區,新埤鄉,10013150
1001312,屏東縣第12選舉區,新園鄉,10013170
1001312,屏東縣第12選舉區,崁頂鄉,10013180
1001312,屏東縣第12選舉區,南州鄉,10013200
1001313,屏東縣第13選舉區,春日鄉,10013310
1001313,屏東縣第13選舉區,東港鎮,10013030
1001313,屏東縣第13選舉區,枋寮鄉,10013160
1001313,屏東縣第13選舉區,林邊鄉,10013190
1001313,屏東縣第13選舉區,佳冬鄉,10013210
1001313,屏東縣第13選舉區,琉球鄉,10013220
1001314,屏東縣第14選舉區,獅子鄉,10013320
1001314,屏東縣第14選舉區,枋山鄉,10013250
1001315,屏東縣第15選舉區,牡丹鄉,10013330
1001315,屏東縣第15選舉區,恆春鎮,10013040
1001315,屏東縣第15選舉區,車城鄉,10013230
1001315,屏東縣第15選舉區,滿州鄉,10013240
1001316,屏東縣第16選舉區,霧臺鄉,10013270
1000201,宜蘭縣第1選舉區,宜蘭市,10002010
1000202,宜蘭縣第2選舉區,頭城鎮,10002040
1000203,宜蘭縣第3選舉區,礁溪鄉,10002050
1000204,宜蘭縣第4選舉區,員山鄉,10002070
1000205,宜蘭縣第5選舉區,壯圍鄉,10002060
1000206,宜蘭縣第6選舉區,羅東鎮,10002020
1000207,宜蘭縣第7選舉區,五結鄉,10002090
1000208,宜蘭縣第8選舉區,冬山鄉,10002080
1000209,宜蘭縣第9選舉區,三星鄉,10002100
1000209,宜蘭縣第9選舉區,大同鄉,10002110
1000210,宜蘭縣第10選舉區,蘇澳鎮,10002030
1000210,宜蘭縣第10選舉區,南澳鄉,10002120
1000211,宜蘭縣第11選舉區,宜蘭市,10002010
1000211,宜蘭縣第11選舉區,頭城鎮,10002040
1000211,宜蘭縣第11選舉區,礁溪鄉,10002050
1000211,宜蘭縣第11選舉區,員山鄉,10002070
1000211,宜蘭縣第11選舉區,壯圍鄉,10002060
1000211,宜蘭縣第11選舉區,羅東鎮,10002020
1000211,宜蘭縣第11選舉區,五結鄉,10002090
1000211,宜蘭縣第11選舉區,冬山鄉,10002080
1000211,宜蘭縣第11選舉區,三星鄉,10002100
1000211,宜蘭縣第11選舉區,大同鄉,10002110
1000211,宜蘭縣第11選舉區,蘇澳鎮,10002030
1000211,宜蘭縣第11選舉區,南澳鄉,10002120
1000212,宜蘭縣第12選舉區,大同鄉,10002110
1000212,宜蘭縣第12選舉區,宜蘭市,10002010
1000212,宜蘭縣第12選舉區,頭城鎮,10002040
1000212,宜蘭縣第12選舉區,礁溪鄉,10002050
1000212,宜蘭縣第12選舉區,員山鄉,10002070
1000212,宜蘭縣第12選舉區,壯圍鄉,10002060
1000212,宜蘭縣第12選舉區,三星鄉,10002100
1000213,宜蘭縣第13選舉區,南澳鄉,10002120
1000213,宜蘭縣第13選舉區,羅東鎮,10002020
1000213,宜蘭縣第13選舉區,五結鄉,10002090
1000213,宜蘭縣第13選舉區,冬山鄉,10002080
1000213,宜蘭縣第13選舉區,蘇澳鎮,10002030
1001501,花蓮縣第1選舉區,花蓮市,10015010
1001502,花蓮縣第2選舉區,新城鄉,10015040
1001502,花蓮縣第2選舉區,秀林鄉,10015110
1001503,花蓮縣第3選舉區,吉安鄉,10015050
1001503,花蓮縣第3選舉區,壽豐鄉,10015060
1001503,花蓮縣第3選舉區,鳳林鎮,10015020
1001503,花蓮縣第3選舉區,光復鄉,10015070
1001503,花蓮縣第3選舉區,豐濱鄉,10015080
1001503,花蓮縣第3選舉區,萬榮鄉,10015120
1001504,花蓮縣第4選舉區,瑞穗鄉,10015090
1001504,花蓮縣第4選舉區,玉里鎮,10015030
1001504,花蓮縣第4選舉區,富里鄉,10015100
1001504,花蓮縣第4選舉區,卓溪鄉,10015130
1001505,花蓮縣第5選舉區,花蓮市,10015010
1001505,花蓮縣第5選舉區,新城鄉,10015040
1001505,花蓮縣第5選舉區,秀林鄉,10015110
1001505,花蓮縣第5選舉區,吉安鄉,10015050
1001506,花蓮縣第6選舉區,壽豐鄉,10015060
1001506,花蓮縣第6選舉區,鳳林鎮,10015020
1001506,花蓮縣第6選舉區,萬榮鄉,10015120
1001506,花蓮縣第6選舉區,光復鄉,10015070
1001506,花蓮縣第6選舉區,豐濱鄉,10015080
1001507,花蓮縣第7選舉區,瑞穗鄉,10015090
1001507,花蓮縣第7選舉區,玉里鎮,10015030
1001507,花蓮縣第7選舉區,富里鄉,10015100
1001507,花蓮縣第7選舉區,卓溪鄉,10015130
1001508,花蓮縣第8選舉區,秀林鄉,10015110
1001508,花蓮縣第8選舉區,花蓮市,10015010
1001508,花蓮縣第8選舉區,新城鄉,10015040
1001508,花蓮縣第8選舉區,吉安鄉,10015050
1001508,花蓮縣第8選舉區,壽豐鄉,10015060
1001509,花蓮縣第9選舉區,萬榮鄉,10015120
1001509,花蓮縣第9選舉區,鳳林鎮,10015020
1001509,花蓮縣第9選舉區,光復鄉,10015070
1001509,花蓮縣第9選舉區,豐濱鄉,10015080
1001509,花蓮縣第9選舉區,瑞穗鄉,10015090
1001510,花蓮縣第10選舉區,卓溪鄉,10015130
1001510,花蓮縣第10選舉區,玉里鎮,10015030
1001510,花蓮縣第10選舉區,富里鄉,10015100
1001401,台東縣第1選舉區,臺東市,#N/A
1001401,台東縣第1選舉區,蘭嶼鄉,10014160
1001402,台東縣第2選舉區,卑南鄉,10014040
1001402,台東縣第2選舉區,延平鄉,10014130
1001403,台東縣第3選舉區,東河鄉,10014070
1001403,台東縣第3選舉區,成功鎮,10014020
1001403,台東縣第3選舉區,長濱鄉,10014080
1001404,台東縣第4選舉區,鹿野鄉,10014050
1001404,台東縣第4選舉區,關山鎮,10014030
1001404,台東縣第4選舉區,海端鄉,10014120
1001404,台東縣第4選舉區,池上鄉,10014060
1001405,台東縣第5選舉區,太麻里鄉,10014090
1001405,台東縣第5選舉區,金峰鄉,10014140
1001405,台東縣第5選舉區,達仁鄉,10014150
1001405,台東縣第5選舉區,大武鄉,10014100
1001406,台東縣第6選舉區,綠島鄉,10014110
1001407,台東縣第7選舉區,臺東市,#N/A
1001408,台東縣第8選舉區,卑南鄉,10014040
1001408,台東縣第8選舉區,蘭嶼鄉,10014160
1001409,台東縣第9選舉區,太麻里鄉,10014090
1001409,台東縣第9選舉區,金峰鄉,10014140
1001409,台東縣第9選舉區,達仁鄉,10014150
1001409,台東縣第9選舉區,大武鄉,10014100
1001410,台東縣第10選舉區,鹿野鄉,10014050
1001410,台東縣第10選舉區,延平鄉,10014130
1001410,台東縣第10選舉區,關山鎮,10014030
1001410,台東縣第10選舉區,海端鄉,10014120
1001410,台東縣第10選舉區,池上鄉,10014060
1001411,台東縣第11選舉區,東河鄉,10014070
1001411,台東縣第11選舉區,綠島鄉,10014110
1001411,台東縣第11選舉區,成功鎮,10014020
1001411,台東縣第11選舉區,長濱鄉,10014080
1001412,台東縣第12選舉區,延平鄉,10014130
1001412,台東縣第12選舉區,卑南鄉,10014040
1001412,台東縣第12選舉區,東河鄉,10014070
1001412,台東縣第12選舉區,成功鎮,10014020
1001412,台東縣第12選舉區,長濱鄉,10014080
1001413,台東縣第13選舉區,海端鄉,10014120
1001413,台東縣第13選舉區,鹿野鄉,10014050
1001413,台東縣第13選舉區,關山鎮,10014030
1001413,台東縣第13選舉區,池上鄉,10014060
1001414,台東縣第14選舉區,金峰鄉,10014140
1001414,台東縣第14選舉區,太麻里鄉,10014090
1001414,台東縣第14選舉區,臺東市,#N/A
1001414,台東縣第14選舉區,綠島鄉,10014110
1001415,台東縣第15選舉區,達仁鄉,10014150
1001415,台東縣第15選舉區,大武鄉,10014100
1001416,台東縣第16選舉區,蘭嶼鄉,10014160
1001601,澎湖縣第1選舉區,馬公市,10016010
1001602,澎湖縣第2選舉區,湖西鄉,10016020
1001603,澎湖縣第3選舉區,白沙鄉,10016030
1001604,澎湖縣第4選舉區,西嶼鄉,10016040
1001605,澎湖縣第5選舉區,望安鄉,10016050
1001606,澎湖縣第6選舉區,七美鄉,10016060
0902001,金門縣第1選舉區,金城鎮,09020010
0902001,金門縣第1選舉區,金寧鄉,09020040
0902001,金門縣第1選舉區,烏坵鄉,09020060
0902002,金門縣第2選舉區,金湖鎮,09020030
0902002,金門縣第2選舉區,金沙鎮,09020020
0902003,金門縣第3選舉區,烈嶼鄉,09020050
0900701,連江縣第1選舉區,南竿鄉,09007010
0900702,連江縣第2選舉區,北竿鄉,09007020
0900703,連江縣第3選舉區,莒光鄉,09007030
0900704,連江縣第4選舉區,東引鄉,09007040
1001701,基隆市第1選舉區,中正區,10017010
1001702,基隆市第2選舉區,信義區,10017070
1001703,基隆市第3選舉區,仁愛區,10017040
1001704,基隆市第4選舉區,中山區,10017050
1001705,基隆市第5選舉區,安樂區,10017060
1001706,基隆市第6選舉區,暖暖區,10017030
1001707,基隆市第7選舉區,七堵區,10017020
1001708,基隆市第8選舉區,中正區,10017010
1001708,基隆市第8選舉區,信義區,10017070
1001708,基隆市第8選舉區,仁愛區,10017040
1001708,基隆市第8選舉區,中山區,10017050
1001708,基隆市第8選舉區,安樂區,10017060
1001708,基隆市第8選舉區,暖暖區,10017030
1001708,基隆市第8選舉區,七堵區,10017020
1001801,新竹市第1選舉區,東區,10018010
1001802,新竹市第2選舉區,原為南區,10018010
1001803,新竹市第3選舉區,原為西區,10018020
1001804,新竹市第4選舉區,北區,10018020
1001805,新竹市第5選舉區,香山區,10018030
1001806,新竹市第6選舉區,東區,10018010
1001806,新竹市第6選舉區,北區,10018020
1001806,新竹市第6選舉區,香山區,10018030
1002001,嘉義市第1選舉區,東區,10020010
1002002,嘉義市第2選舉區,西區,10020020
